year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1989,50,0.04008346050977707,homicide,21-24 yrs,2,33883,22.45403289794922,1,0.21370966732501984,1.4500000476837158,0.5099999904632568,0.8799999952316284,2.8399999141693115,5.902665138244629
1989,50,0.04008346050977707,other external,21-24 yrs,3,33883,22.45403289794922,1,0.21370966732501984,1.4500000476837158,0.5099999904632568,0.8799999952316284,2.8399999141693115,8.853997230529785
1989,50,0.04008346050977707,internal,21-24 yrs,14,33883,22.45403289794922,1,0.21370966732501984,1.4500000476837158,0.5099999904632568,0.8799999952316284,2.8399999141693115,41.31865692138672
1990,50,0,MVA,15-17 yrs,7,21959,16.014026641845703,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,31.87759017944336
1990,50,0,suicide,15-17 yrs,2,21959,16.014026641845703,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,9.107882499694824
1990,50,0,homicide,15-17 yrs,0,21959,16.014026641845703,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,0
1990,50,0,other external,15-17 yrs,1,21959,16.014026641845703,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,4.553941249847412
1990,50,0,internal,15-17 yrs,2,21959,16.014026641845703,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,9.107882499694824
1990,50,0,all,18-20 yrs,27,29690,19.04715347290039,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,90.93971252441406
1990,50,0,MVA,18-20 yrs,10,29690,19.04715347290039,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,33.681373596191406
1990,50,0,suicide,18-20 yrs,7,29690,19.04715347290039,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,23.576961517333984
1990,50,0,homicide,18-20 yrs,0,29690,19.04715347290039,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,0
1990,50,0,other external,18-20 yrs,4,29690,19.04715347290039,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,13.472549438476562
1990,50,0,internal,18-20 yrs,6,29690,19.04715347290039,0,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,20.208824157714844
1990,50,0,all,21-24 yrs,34,33912,22.417139053344727,1,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,100.2594985961914
1990,50,0,MVA,21-24 yrs,14,33912,22.417139053344727,1,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,41.283321380615234
1990,50,0,suicide,21-24 yrs,8,33912,22.417139053344727,1,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,23.590469360351562
1990,50,0,homicide,21-24 yrs,1,33912,22.417139053344727,1,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,2.9488086700439453
1990,50,0,other external,21-24 yrs,7,33912,22.417139053344727,1,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,20.641660690307617
1990,50,0,internal,21-24 yrs,4,33912,22.417139053344727,1,0.20275439321994781,1.4700000286102295,0.47999998927116394,0.8500000238418579,2.799999952316284,11.795234680175781
1991,50,0,MVA,15-17 yrs,4,21889,16.002878189086914,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,18.274019241333008
1991,50,0,suicide,15-17 yrs,2,21889,16.002878189086914,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,9.137009620666504
1991,50,0,homicide,15-17 yrs,2,21889,16.002878189086914,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,9.137009620666504
1991,50,0,other external,15-17 yrs,2,21889,16.002878189086914,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,9.137009620666504
1991,50,0,internal,15-17 yrs,2,21889,16.002878189086914,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,9.137009620666504
1991,50,0,all,18-20 yrs,23,26888,19.111759185791016,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,85.5400161743164
1991,50,0,MVA,18-20 yrs,14,26888,19.111759185791016,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,52.06783676147461
1991,50,0,suicide,18-20 yrs,4,26888,19.111759185791016,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,14.876524925231934
1991,50,0,homicide,18-20 yrs,0,26888,19.111759185791016,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,0
1991,50,0,other external,18-20 yrs,1,26888,19.111759185791016,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,3.7191312313079834
1991,50,0,internal,18-20 yrs,4,26888,19.111759185791016,0,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,14.876524925231934
1991,50,0,all,21-24 yrs,28,35325,22.40237808227539,1,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,79.26397705078125
1991,50,0,MVA,21-24 yrs,14,35325,22.40237808227539,1,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,39.631988525390625
1991,50,0,suicide,21-24 yrs,7,35325,22.40237808227539,1,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,19.815994262695312
1991,50,0,homicide,21-24 yrs,3,35325,22.40237808227539,1,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,8.4925689697265625
1991,50,0,other external,21-24 yrs,4,35325,22.40237808227539,1,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,11.32342529296875
1991,50,0,internal,21-24 yrs,0,35325,22.40237808227539,1,0.19456680119037628,1.409999966621399,0.46000000834465027,0.8199999928474426,2.690000057220459,0
1992,50,0,MVA,15-17 yrs,5,22379,15.99919605255127,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,22.342374801635742
1992,50,0,suicide,15-17 yrs,2,22379,15.99919605255127,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,8.936949729919434
1992,50,0,homicide,15-17 yrs,1,22379,15.99919605255127,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,4.468474864959717
1992,50,0,other external,15-17 yrs,7,22379,15.99919605255127,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,31.27932357788086
1992,50,0,internal,15-17 yrs,1,22379,15.99919605255127,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,4.468474864959717
1992,50,0,all,18-20 yrs,21,23717,19.081249237060547,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,88.54408264160156
1992,50,0,MVA,18-20 yrs,11,23717,19.081249237060547,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,46.38023376464844
1992,50,0,suicide,18-20 yrs,5,23717,19.081249237060547,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,21.081924438476562
1992,50,0,homicide,18-20 yrs,1,23717,19.081249237060547,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,4.2163848876953125
1992,50,0,other external,18-20 yrs,1,23717,19.081249237060547,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,4.2163848876953125
1992,50,0,internal,18-20 yrs,3,23717,19.081249237060547,0,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,12.649154663085938
1992,50,0,all,21-24 yrs,28,36950,22.426738739013672,1,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,75.778076171875
1992,50,0,MVA,21-24 yrs,6,36950,22.426738739013672,1,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,16.2381591796875
1992,50,0,suicide,21-24 yrs,6,36950,22.426738739013672,1,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,16.2381591796875
1992,50,0,homicide,21-24 yrs,1,36950,22.426738739013672,1,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,2.70635986328125
1992,50,0,other external,21-24 yrs,6,36950,22.426738739013672,1,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,16.2381591796875
1992,50,0,internal,21-24 yrs,9,36950,22.426738739013672,1,0.18888095021247864,1.350000023841858,0.4399999976158142,0.7799999713897705,2.569999933242798,24.35723876953125
1993,50,0,MVA,15-17 yrs,6,22784,15.992319107055664,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,26.334270477294922
1993,50,0,suicide,15-17 yrs,0,22784,15.992319107055664,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,0
1993,50,0,homicide,15-17 yrs,0,22784,15.992319107055664,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,0
1993,50,0,other external,15-17 yrs,2,22784,15.992319107055664,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,8.77808952331543
1993,50,0,internal,15-17 yrs,1,22784,15.992319107055664,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,4.389044761657715
1993,50,0,all,18-20 yrs,23,22164,19.0079402923584,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,103.77188110351562
1993,50,0,MVA,18-20 yrs,9,22164,19.0079402923584,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,40.606388092041016
1993,50,0,suicide,18-20 yrs,8,22164,19.0079402923584,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,36.094566345214844
1993,50,0,homicide,18-20 yrs,0,22164,19.0079402923584,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,0
1993,50,0,other external,18-20 yrs,3,22164,19.0079402923584,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,13.535463333129883
1993,50,0,internal,18-20 yrs,3,22164,19.0079402923584,0,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,13.535463333129883
1993,50,0,all,21-24 yrs,33,36746,22.511566162109375,1,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,89.805694580078125
1993,50,0,MVA,21-24 yrs,9,36746,22.511566162109375,1,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,24.492462158203125
1993,50,0,suicide,21-24 yrs,4,36746,22.511566162109375,1,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,10.885538101196289
1993,50,0,homicide,21-24 yrs,4,36746,22.511566162109375,1,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,10.885538101196289
1993,50,0,other external,21-24 yrs,9,36746,22.511566162109375,1,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,24.492462158203125
1993,50,0,internal,21-24 yrs,7,36746,22.511566162109375,1,0.18339098989963531,1.340000033378601,0.4399999976158142,0.7400000095367432,2.5199999809265137,19.049692153930664
1994,50,0,MVA,15-17 yrs,5,23669,15.989648818969727,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,21.124677658081055
1994,50,0,suicide,15-17 yrs,2,23669,15.989648818969727,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,8.449871063232422
1994,50,0,homicide,15-17 yrs,0,23669,15.989648818969727,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,0
1994,50,0,other external,15-17 yrs,0,23669,15.989648818969727,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,0
1994,50,0,internal,15-17 yrs,1,23669,15.989648818969727,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,4.224935531616211
1994,50,0,all,18-20 yrs,21,22124,18.99837303161621,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,94.91954803466797
1994,50,0,MVA,18-20 yrs,10,22124,18.99837303161621,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,45.19978332519531
1994,50,0,suicide,18-20 yrs,6,22124,18.99837303161621,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,27.119869232177734
1994,50,0,homicide,18-20 yrs,0,22124,18.99837303161621,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,0
1994,50,0,other external,18-20 yrs,3,22124,18.99837303161621,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,13.559934616088867
1994,50,0,internal,18-20 yrs,2,22124,18.99837303161621,0,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,9.039957046508789
1994,50,0,all,21-24 yrs,28,34406,22.60730743408203,1,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,81.38115692138672
1994,50,0,MVA,21-24 yrs,8,34406,22.60730743408203,1,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,23.251758575439453
1994,50,0,suicide,21-24 yrs,7,34406,22.60730743408203,1,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,20.34528923034668
1994,50,0,homicide,21-24 yrs,1,34406,22.60730743408203,1,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,2.9064698219299316
1994,50,0,other external,21-24 yrs,8,34406,22.60730743408203,1,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,23.251758575439453
1994,50,0,internal,21-24 yrs,4,34406,22.60730743408203,1,0.1788124144077301,1.340000033378601,0.41999998688697815,0.7400000095367432,2.5,11.625879287719727
1995,50,0,MVA,15-17 yrs,4,24596,15.975198745727539,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,16.262807846069336
1995,50,0,suicide,15-17 yrs,4,24596,15.975198745727539,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,16.262807846069336
1995,50,0,homicide,15-17 yrs,0,24596,15.975198745727539,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,0
1995,50,0,other external,15-17 yrs,1,24596,15.975198745727539,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,4.065701961517334
1995,50,0,internal,15-17 yrs,4,24596,15.975198745727539,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,16.262807846069336
1995,50,0,all,18-20 yrs,23,22672,18.99545669555664,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,101.44671630859375
1995,50,0,MVA,18-20 yrs,14,22672,18.99545669555664,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,61.75017547607422
1995,50,0,suicide,18-20 yrs,1,22672,18.99545669555664,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,4.410727024078369
1995,50,0,homicide,18-20 yrs,0,22672,18.99545669555664,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,0
1995,50,0,other external,18-20 yrs,4,22672,18.99545669555664,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,17.642908096313477
1995,50,0,internal,18-20 yrs,4,22672,18.99545669555664,0,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,17.642908096313477
1995,50,0,all,21-24 yrs,27,31568,22.63538932800293,1,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,85.52964782714844
1995,50,0,MVA,21-24 yrs,14,31568,22.63538932800293,1,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,44.34870910644531
1995,50,0,suicide,21-24 yrs,6,31568,22.63538932800293,1,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,19.006589889526367
1995,50,0,homicide,21-24 yrs,0,31568,22.63538932800293,1,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,0
1995,50,0,other external,21-24 yrs,3,31568,22.63538932800293,1,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,9.503294944763184
1995,50,0,internal,21-24 yrs,4,31568,22.63538932800293,1,0.17388451099395752,1.2699999809265137,0.4099999964237213,0.6600000262260437,2.3399999141693115,12.671059608459473
1996,50,0,MVA,15-17 yrs,11,25444,15.989506721496582,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,43.23219680786133
1996,50,0,suicide,15-17 yrs,2,25444,15.989506721496582,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,7.86039924621582
1996,50,0,homicide,15-17 yrs,0,25444,15.989506721496582,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,0
1996,50,0,other external,15-17 yrs,4,25444,15.989506721496582,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,15.72079849243164
1996,50,0,internal,15-17 yrs,1,25444,15.989506721496582,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,3.93019962310791
1996,50,0,all,18-20 yrs,17,23042,18.990798950195312,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,73.7783203125
1996,50,0,MVA,18-20 yrs,6,23042,18.990798950195312,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,26.039405822753906
1996,50,0,suicide,18-20 yrs,3,23042,18.990798950195312,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,13.019702911376953
1996,50,0,homicide,18-20 yrs,1,23042,18.990798950195312,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,4.339900970458984
1996,50,0,other external,18-20 yrs,3,23042,18.990798950195312,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,13.019702911376953
1996,50,0,internal,18-20 yrs,4,23042,18.990798950195312,0,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,17.359603881835938
1996,50,0,all,21-24 yrs,26,28870,22.5512638092041,1,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,90.05888366699219
1996,50,0,MVA,21-24 yrs,14,28870,22.5512638092041,1,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,48.49324417114258
1996,50,0,suicide,21-24 yrs,6,28870,22.5512638092041,1,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,20.782819747924805
1996,50,0,homicide,21-24 yrs,0,28870,22.5512638092041,1,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,0
1996,50,0,other external,21-24 yrs,3,28870,22.5512638092041,1,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,10.391409873962402
1996,50,0,internal,21-24 yrs,3,28870,22.5512638092041,1,0.16889739036560059,1.2899999618530273,0.46000000834465027,0.6399999856948853,2.380000114440918,10.391409873962402
1970,51,0,MVA,15-17 yrs,100,266025,15.983468055725098,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,37.590450286865234
1970,51,0,suicide,15-17 yrs,13,266025,15.983468055725098,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,4.886758804321289
1970,51,0,homicide,15-17 yrs,13,266025,15.983468055725098,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,4.886758804321289
1970,51,0,other external,15-17 yrs,58,266025,15.983468055725098,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,21.802461624145508
1970,51,0,internal,15-17 yrs,65,266025,15.983468055725098,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,24.433794021606445
1970,51,0,all,18-20 yrs,346,269122,19.0230712890625,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,128.56622314453125
1970,51,0,MVA,18-20 yrs,165,269122,19.0230712890625,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,61.310482025146484
1970,51,0,suicide,18-20 yrs,30,269122,19.0230712890625,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,11.147360801696777
1970,51,0,homicide,18-20 yrs,29,269122,19.0230712890625,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,10.775781631469727
1970,51,0,other external,18-20 yrs,54,269122,19.0230712890625,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,20.065248489379883
1970,51,0,internal,18-20 yrs,68,269122,19.0230712890625,0,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,25.267351150512695
1970,51,0,all,21-24 yrs,471,346681,22.40041732788086,1,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,135.85977172851562
1970,51,0,MVA,21-24 yrs,181,346681,22.40041732788086,1,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,52.209381103515625
1970,51,0,suicide,21-24 yrs,40,346681,22.40041732788086,1,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,11.537984848022461
1970,51,0,homicide,21-24 yrs,59,346681,22.40041732788086,1,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,17.01852798461914
1970,51,0,other external,21-24 yrs,74,346681,22.40041732788086,1,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,21.345272064208984
1970,51,0,internal,21-24 yrs,117,346681,22.40041732788086,1,0.49883604049682617,1.1100000143051147,0.20000000298023224,1.0199999809265137,2.3299999237060547,33.74860382080078
1971,51,0,MVA,15-17 yrs,91,277332,15.991540908813477,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,32.81265640258789
1971,51,0,suicide,15-17 yrs,14,277332,15.991540908813477,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,5.048101425170898
1971,51,0,homicide,15-17 yrs,17,277332,15.991540908813477,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,6.1298370361328125
1971,51,0,other external,15-17 yrs,63,277332,15.991540908813477,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,22.716455459594727
1971,51,0,internal,15-17 yrs,77,277332,15.991540908813477,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,27.764556884765625
1971,51,0,all,18-20 yrs,355,280923,19.0159969329834,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,126.36914825439453
1971,51,0,MVA,18-20 yrs,139,280923,19.0159969329834,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,49.47975158691406
1971,51,0,suicide,18-20 yrs,25,280923,19.0159969329834,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,8.899235725402832
1971,51,0,homicide,18-20 yrs,33,280923,19.0159969329834,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,11.746991157531738
1971,51,0,other external,18-20 yrs,73,280923,19.0159969329834,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,25.985769271850586
1971,51,0,internal,18-20 yrs,85,280923,19.0159969329834,0,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,30.257402420043945
1971,51,0,all,21-24 yrs,472,357068,22.51750373840332,1,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,132.18771362304688
1971,51,0,MVA,21-24 yrs,175,357068,22.51750373840332,1,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,49.01027297973633
1971,51,0,suicide,21-24 yrs,40,357068,22.51750373840332,1,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,11.202347755432129
1971,51,0,homicide,21-24 yrs,50,357068,22.51750373840332,1,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,14.002935409545898
1971,51,0,other external,21-24 yrs,88,357068,22.51750373840332,1,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,24.645166397094727
1971,51,0,internal,21-24 yrs,119,357068,22.51750373840332,1,0.4778972268104553,1.0399999618530273,0.23000000417232513,1.0099999904632568,2.2899999618530273,33.32698440551758
1972,51,0,MVA,15-17 yrs,94,286438,15.987397193908691,0,0.46303442120552063,0.9700000286102295,0.20999999344348907,0.9800000190734863,2.1600000858306885,32.81687545776367
1972,51,0,suicide,15-17 yrs,26,286438,15.987397193908691,0,0.46303442120552063,0.9700000286102295,0.20999999344348907,0.9800000190734863,2.1600000858306885,9.077008247375488
1972,51,0,homicide,15-17 yrs,18,286438,15.987397193908691,0,0.46303442120552063,0.9700000286102295,0.20999999344348907,0.9800000190734863,2.1600000858306885,6.284082412719727
1972,51,0,other external,15-17 yrs,60,286438,15.987397193908691,0,0.46303442120552063,0.9700000286102295,0.20999999344348907,0.9800000190734863,2.1600000858306885,20.946941375732422
1972,51,0,internal,15-17 yrs,60,286438,15.987397193908691,0,0.46303442120552063,0.9700000286102295,0.20999999344348907,0.9800000190734863,2.1600000858306885,20.946941375732422
1972,51,0,all,18-20 yrs,324,289572,19.00955581665039,0,0.46303442120552063,0.9700000286102295,0.20999999344348907,0.9800000190734863,2.1600000858306885,111.88927459716797
1972,51,0,MVA,18-20 yrs,150,289572,19.00955581665039,0,0.46303442120552063,0.9700000286102295,0.20999999344348907,0.9800000190734863,2.1600000858306885,51.80058670043945
1972,51,0,suicide,18-20 yrs,36,289572,19.00955581665039,0,0.46303442120552063,0.9700000286102295,0.20999999344348907,0.9800000190734863,2.1600000858306885,12.432141304016113
